::ffff:127.0.0.1 - - [06/Sep/2023:12:52:38 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:52:58 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:52:59 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 727 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:53:20 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:53:20 +0000] "POST /api/room/update/name HTTP/1.1" 404 46 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:53:44 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:53:44 +0000] "DELETE /api/room/deleteRoom/Jest%20Test%20Room HTTP/1.1" 404 79 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:53:44 +0000] "DELETE /api/room/deleteRoom/Jest%20sTest%20Room HTTP/1.1" 404 80 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:55:23 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:55:23 +0000] "DELETE /api/room/deleteRoom/Jest%20Test%20Room HTTP/1.1" 404 79 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:55:23 +0000] "DELETE /api/room/deleteRoom/Jest%20sTest%20Room HTTP/1.1" 404 80 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:55:58 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:55:58 +0000] "DELETE /api/room/deleteRoom/Jest%20Test%20Room HTTP/1.1" 404 79 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:55:58 +0000] "DELETE /api/room/deleteRoom/Jest%20sTest%20Room HTTP/1.1" 404 80 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:57:07 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:57:07 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:57:07 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:58:13 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:58:13 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:58:14 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:59:44 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:59:44 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:12:59:44 +0000] "POST /verify HTTP/1.1" 404 146 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:13:11:34 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:13:11:34 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:13:11:34 +0000] "POST /verify HTTP/1.1" 404 146 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:13:20:16 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:13:20:16 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:13:37:19 +0000] "POST /api/auth/login HTTP/1.1" 200 44 "http://localhost:8080/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:37:32 +0000] "POST /api/auth/register HTTP/1.1" 200 518 "http://localhost:8080/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:39:11 +0000] "GET /api/user/getCurrentUser HTTP/1.1" 401 - "http://localhost:8080/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:42:13 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "http://localhost:8080/login" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:42:16 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 727 "http://localhost:8080/rooms" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:42:30 +0000] "POST /api/room/addRoom HTTP/1.1" 200 48 "http://localhost:8080/rooms" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:43:01 +0000] "POST /api/auth/register HTTP/1.1" 200 961 "http://localhost:8080/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:13:43:09 +0000] "DELETE /api/user/deleteUser HTTP/1.1" 200 16 "http://localhost:8080/user/ngoc-son" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "GET /api/user/users HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "GET /api/user/users HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "GET /api/user/current HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "GET /api/user/unknown HTTP/1.1" 404 635 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "POST /api/auth/register HTTP/1.1" 200 975 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:27 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "POST /api/room/addRoom HTTP/1.1" 200 261 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "GET /api/profile/testing1 HTTP/1.1" 200 343 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "POST /api/auth/register HTTP/1.1" 200 399 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "POST /api/room/verify HTTP/1.1" 404 53 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 973 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "POST /api/auth/login HTTP/1.1" 200 42 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "GET /api/room/getRoom/64f88b9ba15e5e02a088543a HTTP/1.1" 200 420 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 973 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "POST /api/room/update/name HTTP/1.1" 200 246 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "GET /api/messages/64f88b9ba15e5e02a088543a HTTP/1.1" 200 2 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "DELETE /api/room/deleteRoom/Jest%20Test%20Room HTTP/1.1" 200 246 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "GET /api/room/getAllRoom HTTP/1.1" 200 727 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:24:28 +0000] "DELETE /api/room/deleteRoom/Jest%20sTest%20Room HTTP/1.1" 404 80 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
::ffff:127.0.0.1 - - [06/Sep/2023:14:31:21 +0000] "POST /api/auth/login HTTP/1.1" 200 966 "-" "-"
